Plot	Species	Individu	Mostra	TVU	ROF	OTHERS	TOTAL
25	TVUF	4	2	6	0	0	6
25	TVUF	5	1	1	15	0	16
25	TVUF	5	2	0	3	0	3
25	TVUF	6	1	3	21	1	25
25	TVUF	6	2	15	0	3	18
25	TVUF	7	1	7	7	0	14
25	TVUF	7	2	3	0	0	3
25	TVUF	8	1	46	3	0	49
25	TVUF	8	2	5	1	0	6
25	TVUF	9	1	1	1	1	4
25	TVUF	9	2	21	1	3	25
25	TVUF	10	1	5	0	1	6
25	TVUF	10	2	5	1	1	7
25	TVUH	1	1	0	0	1	1
25	TVUH	1	2	1	0	0	1
25	TVUH	2	1	1	6	0	7
25	TVUH	2	2	1	6	2	9
25	TVUH	3	1	13	1	0	14
25	TVUH	3	2	NA	NA	NA	NA
25	TVUH	4	1	NA	NA	NA	NA
25	TVUH	4	2	NA	NA	NA	NA
25	TVUH	5	1	NA	NA	NA	NA
25	TVUH	5	2	NA	NA	NA	NA
25	TVUH	6	1	NA	NA	NA	NA
25	TVUH	6	2	NA	NA	NA	NA
25	TVUH	7	1	NA	NA	NA	NA
25	TVUH	7	2	NA	NA	NA	NA
25	TVUH	8	1	NA	NA	NA	NA
25	TVUH	8	2	NA	NA	NA	NA
25	TVUH	9	1	NA	NA	NA	NA
25	TVUH	9	2	NA	NA	NA	NA
25	TVUH	10	1	NA	NA	NA	NA
25	TVUH	10	2	NA	NA	NA	NA
26	ROF	1	1	0	0	0	0
26	ROF	1	2	0	6	0	6
26	ROF	2	1	0	2	1	3
26	ROF	2	2	0	25	0	25
26	ROF	3	1	0	8	0	10
26	ROF	3	2	0	1	0	1
26	ROF	4	1	0	0	0	0
26	ROF	4	2	0	3	0	3
26	ROF	5	1	0	3	0	3
26	ROF	5	2	0	3	0	3
26	ROF	6	1	NA	NA	NA	NA
26	ROF	6	2	NA	NA	NA	NA
26	ROF	7	1	NA	NA	NA	NA
26	ROF	7	2	NA	NA	NA	NA
26	ROF	8	1	NA	NA	NA	NA
26	ROF	8	2	NA	NA	NA	NA
26	ROF	9	1	NA	NA	NA	NA
26	ROF	9	2	NA	NA	NA	NA
26	ROF	10	1	NA	NA	NA	NA
26	ROF	10	2	NA	NA	NA	NA
26	TVUF	1	1	32	0	0	32
26	TVUF	1	2	11	0	0	11
26	TVUF	2	1	2	0	0	2
26	TVUF	2	2	0	0	0	0
26	TVUF	3	1	0	0	0	0
26	TVUF	3	2	12	0	0	12
26	TVUF	4	1	NA	NA	NA	NA
26	TVUF	4	2	63	0	0	63
26	TVUF	5	1	0	0	0	0
26	TVUF	5	2	NA	NA	NA	NA
26	TVUF	6	1	12	0	0	12
26	TVUF	6	2	22	0	0	22
26	TVUF	7	1	9	0	0	9
26	TVUF	7	2	2	0	0	2
26	TVUF	8	1	6	0	0	6
26	TVUF	8	2	8	0	0	8
26	TVUF	9	1	9	0	0	9
26	TVUF	9	2	NA	NA	NA	NA
26	TVUF	10	1	43	0	0	43
26	TVUF	10	2	28	0	0	28
26	TVUH	1	1	22	0	0	22
26	TVUH	1	2	14	0	0	14
26	TVUH	2	1	5	0	0	5
26	TVUH	2	2	26	0	0	26
26	TVUH	3	1	7	0	0	7
26	TVUH	3	2	10	0	0	10
26	TVUH	4	1	4	0	0	4
26	TVUH	4	2	4	0	0	4
26	TVUH	5	1	2	0	0	2
26	TVUH	5	2	13	16	0	29
26	TVUH	6	1	1	0	0	1
26	TVUH	6	2	19	0	0	19
26	TVUH	7	1	0	0	0	0
26	TVUH	7	2	2	0	0	2
26	TVUH	8	1	5	0	0	5
26	TVUH	8	2	11	0	0	11
26	TVUH	9	1	17	0	1	18
26	TVUH	9	2	30	0	0	30
26	TVUH	10	1	30	0	0	30
26	TVUH	10	2	15	0	0	15
27	ROF	1	1	0	17	0	17
27	ROF	1	2	0	0	0	0
27	ROF	2	1	0	14	0	14
27	ROF	2	2	0	3	0	3
27	ROF	3	1	0	5	0	5
27	ROF	3	2	0	12	0	12
27	ROF	4	1	0	0	0	0
27	ROF	4	2	0	0	0	0
27	ROF	5	1	0	1	0	2
27	ROF	5	2	0	0	0	0
27	ROF	6	1	0	0	0	0
27	ROF	6	2	0	1	0	1
27	ROF	7	1	0	1	0	1
27	ROF	7	2	0	0	0	0
27	ROF	8	1	0	0	0	0
27	ROF	8	2	NA	NA	NA	NA
27	ROF	9	1	0	11	0	11
27	ROF	9	2	0	8	0	9
27	ROF	10	1	0	3	0	3
27	ROF	10	2	0	1	0	1
27	TVUF	1	1	NA	NA	NA	NA
27	TVUF	1	2	0	0	0	0
27	TVUF	2	1	1	0	0	1
27	TVUF	2	2	1	0	0	1
27	TVUF	3	1	22	0	0	26
27	TVUF	3	2	26	0	0	27
27	TVUF	4	1	1	0	0	1
27	TVUF	4	2	13	0	1	14
27	TVUF	5	1	4	0	0	4
27	TVUF	5	2	1	0	0	2
27	TVUF	6	1	0	0	0	0
27	TVUF	6	2	2	0	0	4
27	TVUF	7	1	NA	NA	NA	NA
27	TVUF	7	2	66	0	0	66
27	TVUF	8	1	5	0	0	5
27	TVUF	8	2	0	0	0	0
27	TVUF	9	1	2	0	0	2
27	TVUF	9	2	2	0	0	4
27	TVUF	10	1	1	0	0	1
27	TVUF	10	2	NA	NA	NA	NA
27	TVUH	1	1	24	0	0	24
27	TVUH	1	2	2	0	0	2
27	TVUH	2	1	6	0	0	6
27	TVUH	2	2	NA	NA	NA	NA
27	TVUH	3	1	8	0	0	8
27	TVUH	3	2	8	0	0	8
27	TVUH	4	1	NA	NA	NA	NA
27	TVUH	4	2	14	0	0	14
27	TVUH	5	1	4	0	0	4
27	TVUH	5	2	9	0	0	9
27	TVUH	6	1	26	0	0	26
27	TVUH	6	2	19	0	0	19
27	TVUH	7	1	4	0	5	9
27	TVUH	7	2	NA	NA	NA	NA
27	TVUH	8	1	15	0	0	15
27	TVUH	8	2	9	0	0	9
27	TVUH	9	1	15	0	0	15
27	TVUH	9	2	4	0	0	4
27	TVUH	10	1	9	0	0	9
27	TVUH	10	2	1	0	0	1
28	ROF	1	1	0	28	0	39
28	ROF	1	2	0	6	1	9
28	ROF	2	1	0	1	0	1
28	ROF	2	2	0	9	3	15
28	ROF	3	1	0	0	0	0
28	ROF	3	2	0	28	0	28
28	ROF	4	1	0	2	0	2
28	ROF	4	2	0	0	0	0
28	ROF	5	1	0	0	0	0
28	ROF	5	2	0	0	0	0
28	ROF	6	1	0	7	0	7
28	ROF	6	2	0	0	0	0
28	ROF	7	1	0	0	0	0
28	ROF	7	2	0	0	0	0
28	ROF	8	1	0	2	0	4
28	ROF	8	2	0	8	0	10
28	ROF	9	1	0	0	0	0
28	ROF	9	2	0	0	0	0
28	ROF	10	1	0	11	0	15
28	ROF	10	2	0	3	1	4
28	TVUF	1	1	0	0	0	0
28	TVUF	1	2	0	0	0	0
28	TVUF	2	1	NA	NA	NA	NA
28	TVUF	2	2	16	0	0	16
28	TVUF	3	1	7	0	0	7
28	TVUF	3	2	0	0	0	0
28	TVUF	4	1	3	0	0	6
28	TVUF	4	2	0	0	0	0
28	TVUF	5	1	3	0	0	3
28	TVUF	5	2	5	0	1	6
28	TVUF	6	1	10	0	0	11
28	TVUF	6	2	11	0	0	11
28	TVUF	7	1	69	0	0	69
28	TVUF	7	2	18	0	0	19
28	TVUF	8	1	26	0	3	31
28	TVUF	8	2	6	0	0	7
28	TVUF	9	1	8	0	0	10
28	TVUF	9	2	31	0	0	32
28	TVUF	10	1	5	0	0	5
28	TVUF	10	2	0	0	0	0
28	TVUH	1	1	1	0	0	1
28	TVUH	1	2	0	0	0	0
28	TVUH	2	1	6	0	0	8
28	TVUH	2	2	2	0	0	2
28	TVUH	3	1	1	0	0	1
28	TVUH	3	2	1	0	0	1
28	TVUH	4	1	12	0	0	12
28	TVUH	4	2	16	0	0	16
28	TVUH	5	1	10	0	0	10
28	TVUH	5	2	1	0	0	1
28	TVUH	6	1	0	0	0	0
28	TVUH	6	2	16	0	0	16
28	TVUH	7	1	3	0	0	3
28	TVUH	7	2	3	0	0	3
28	TVUH	8	1	0	0	0	0
28	TVUH	8	2	1	0	0	1
28	TVUH	9	1	0	0	0	0
28	TVUH	9	2	3	0	0	4
28	TVUH	10	1	0	0	0	0
28	TVUH	10	2	0	0	0	0
29	ROF	1	1	NA	NA	NA	NA
29	ROF	1	2	NA	NA	NA	NA
29	ROF	2	1	NA	NA	NA	NA
29	ROF	2	2	NA	NA	NA	NA
29	ROF	3	1	NA	NA	NA	NA
29	ROF	3	2	NA	NA	NA	NA
29	ROF	4	1	NA	NA	NA	NA
29	ROF	4	2	NA	NA	NA	NA
29	ROF	5	1	NA	NA	NA	NA
29	ROF	5	2	NA	NA	NA	NA
29	ROF	6	1	NA	NA	NA	NA
29	ROF	6	2	NA	NA	NA	NA
29	ROF	7	1	NA	NA	NA	NA
29	ROF	7	2	NA	NA	NA	NA
29	ROF	8	1	NA	NA	NA	NA
29	ROF	8	2	NA	NA	NA	NA
29	ROF	9	1	NA	NA	NA	NA
29	ROF	9	2	NA	NA	NA	NA
29	ROF	10	1	NA	NA	NA	NA
29	ROF	10	2	NA	NA	NA	NA
29	TVUF	1	1	7	0	0	8
29	TVUF	1	2	9	0	0	9
29	TVUF	2	1	1	0	0	2
29	TVUF	2	2	0	0	0	0
29	TVUF	3	1	4	0	0	4
29	TVUF	3	2	0	0	0	0
29	TVUF	4	1	0	0	0	0
29	TVUF	4	2	1	0	0	2
29	TVUF	5	1	1	0	0	1
29	TVUF	5	2	1	0	0	1
29	TVUF	6	1	22	0	0	22
29	TVUF	6	2	3	0	0	3
29	TVUF	7	1	23	0	0	23
29	TVUF	7	2	8	0	1	9
29	TVUF	8	1	3	0	0	3
29	TVUF	8	2	23	0	0	23
29	TVUF	9	1	15	1	0	16
29	TVUF	9	2	0	0	0	0
29	TVUF	10	1	1	0	1	2
29	TVUF	10	2	22	1	0	23
29	TVUH	1	1	12	0	0	12
29	TVUH	1	2	39	1	0	40
29	TVUH	2	1	2	0	0	2
29	TVUH	2	2	1	0	0	2
29	TVUH	3	1	2	1	0	3
29	TVUH	3	2	0	0	0	0
29	TVUH	4	1	0	0	0	0
29	TVUH	4	2	0	0	0	0
29	TVUH	5	1	0	0	0	0
29	TVUH	5	2	2	0	0	3
29	TVUH	6	1	NA	NA	NA	NA
29	TVUH	6	2	4	0	0	4
29	TVUH	7	1	3	1	0	4
29	TVUH	7	2	4	0	0	4
29	TVUH	8	1	0	0	0	0
29	TVUH	8	2	4	0	0	4
29	TVUH	9	1	1	0	0	1
29	TVUH	9	2	4	0	1	5
29	TVUH	10	1	17	0	0	17
29	TVUH	10	2	25	0	0	25
30	ROF	1	1	0	18	0	18
30	ROF	1	2	0	11	0	11
30	ROF	2	1	0	0	0	0
30	ROF	2	2	0	6	0	6
30	ROF	3	1	0	1	0	1
30	ROF	3	2	0	0	0	0
30	ROF	4	1	0	9	0	9
30	ROF	4	2	0	10	0	10
30	ROF	5	1	0	1	0	1
30	ROF	5	2	0	2	0	2
30	ROF	6	1	0	4	1	5
30	ROF	6	2	0	4	0	4
30	ROF	7	1	8	0	0	8
30	ROF	7	2	0	22	0	22
30	ROF	8	1	0	1	0	1
30	ROF	8	2	0	2	0	2
30	ROF	9	1	0	14	0	14
30	ROF	9	2	0	8	0	8
30	ROF	10	1	0	2	0	3
30	ROF	10	2	0	3	0	3
30	TVUF	1	1	0	0	0	0
30	TVUF	1	2	11	0	0	14
30	TVUF	2	1	1	0	0	1
30	TVUF	2	2	0	0	0	0
30	TVUF	3	1	8	0	1	9
30	TVUF	3	2	0	0	0	0
30	TVUF	4	1	1	0	0	1
30	TVUF	4	2	0	0	0	0
30	TVUF	5	1	3	0	0	3
30	TVUF	5	2	0	0	0	0
30	TVUF	6	1	NA	NA	NA	NA
30	TVUF	6	2	3	0	0	3
30	TVUF	7	1	8	0	0	8
30	TVUF	7	2	0	0	0	0
30	TVUF	8	1	0	1	2	3
30	TVUF	8	2	1	0	0	2
30	TVUF	9	1	0	0	0	0
30	TVUF	9	2	6	0	0	6
30	TVUF	10	1	18	0	0	18
30	TVUF	10	2	4	0	0	4
30	TVUH	1	1	0	0	0	0
30	TVUH	1	2	2	0	0	2
30	TVUH	2	1	10	0	0	10
30	TVUH	2	2	27	0	0	27
30	TVUH	3	1	NA	NA	NA	NA
30	TVUH	3	2	0	0	0	0
30	TVUH	4	1	13	0	0	13
30	TVUH	4	2	10	0	0	10
30	TVUH	5	1	15	1	0	16
30	TVUH	5	2	NA	NA	NA	NA
30	TVUH	6	1	3	0	0	3
30	TVUH	6	2	33	0	0	33
30	TVUH	7	1	66	0	0	66
30	TVUH	7	2	115	0	0	115
30	TVUH	8	1	18	0	0	18
30	TVUH	8	2	9	0	0	9
30	TVUH	9	1	16	0	0	16
30	TVUH	9	2	8	0	0	8
30	TVUH	10	1	NA	NA	NA	NA
30	TVUH	10	2	3	0	0	3
31	ROF	1	1	0	8	0	8
31	ROF	1	2	0	13	0	13
31	ROF	2	1	0	6	0	6
31	ROF	2	2	0	0	0	0
31	ROF	3	1	0	1	0	1
31	ROF	3	2	0	0	0	0
31	ROF	4	1	0	0	0	0
31	ROF	4	2	0	9	0	9
31	ROF	5	1	0	8	0	8
31	ROF	5	2	0	11	0	11
31	ROF	6	1	0	27	0	27
31	ROF	6	2	0	0	0	0
31	ROF	7	1	0	1	0	1
31	ROF	7	2	0	1	0	1
31	ROF	8	1	0	5	0	5
31	ROF	8	2	0	4	0	4
31	ROF	9	1	0	0	0	0
31	ROF	9	2	0	6	0	6
31	ROF	10	1	0	2	0	3
31	ROF	10	2	0	7	0	7
31	TVUF	1	1	4	0	0	4
31	TVUF	1	2	13	0	0	13
31	TVUF	2	1	4	0	0	4
31	TVUF	2	2	38	0	0	38
31	TVUF	3	1	16	0	0	16
31	TVUF	3	2	9	0	0	9
31	TVUF	4	1	26	0	1	27
31	TVUF	4	2	3	0	0	3
31	TVUF	5	1	4	0	0	4
31	TVUF	5	2	NA	NA	NA	NA
31	TVUF	6	1	11	0	0	11
31	TVUF	6	2	16	0	0	16
31	TVUF	7	1	19	0	0	19
31	TVUF	7	2	NA	NA	NA	NA
31	TVUF	8	1	9	0	0	9
31	TVUF	8	2	19	0	0	19
31	TVUF	9	1	0	16	0	16
31	TVUF	9	2	3	0	0	3
31	TVUF	10	1	14	0	0	14
31	TVUF	10	2	4	0	0	4
31	TVUH	1	1	12	0	0	12
31	TVUH	1	2	3	0	0	3
31	TVUH	2	1	19	0	0	19
31	TVUH	2	2	18	0	0	18
31	TVUH	3	1	NA	NA	NA	NA
31	TVUH	3	2	2	0	0	2
31	TVUH	4	1	1	0	0	1
31	TVUH	4	2	5	0	0	5
31	TVUH	5	1	1	0	0	1
31	TVUH	5	2	NA	NA	NA	NA
31	TVUH	6	1	2	0	0	4
31	TVUH	6	2	2	0	0	2
31	TVUH	7	1	12	0	0	13
31	TVUH	7	2	8	0	0	8
31	TVUH	8	1	NA	NA	NA	NA
31	TVUH	8	2	14	0	0	14
31	TVUH	9	1	2	0	0	2
31	TVUH	9	2	3	0	0	3
31	TVUH	10	1	34	0	0	34
31	TVUH	10	2	28	0	0	28
32	ROF	1	1	0	1	0	1
32	ROF	1	2	0	3	0	3
32	ROF	2	1	0	19	0	19
32	ROF	2	2	0	48	0	48
32	ROF	3	1	NA	NA	NA	NA
32	ROF	3	2	0	3	0	4
32	ROF	4	1	0	0	0	0
32	ROF	4	2	0	6	0	6
32	ROF	5	1	0	2	0	2
32	ROF	5	2	0	1	0	1
32	ROF	6	1	0	2	0	2
32	ROF	6	2	0	13	0	13
32	ROF	7	1	0	6	0	6
32	ROF	7	2	0	1	0	1
32	ROF	8	1	0	10	0	10
32	ROF	8	2	0	0	0	0
32	ROF	9	1	0	2	1	3
32	ROF	9	2	0	0	0	0
32	ROF	10	1	0	2	0	2
32	ROF	10	2	0	11	0	11
32	TVUF	1	1	NA	NA	NA	NA
32	TVUF	1	2	5	0	0	5
32	TVUF	2	1	20	0	0	20
32	TVUF	2	2	92	0	0	92
32	TVUF	3	1	0	0	0	0
32	TVUF	3	2	3	0	1	4
32	TVUF	4	1	27	0	0	28
32	TVUF	4	2	5	0	0	5
32	TVUF	5	1	61	0	0	61
32	TVUF	5	2	29	0	1	32
32	TVUF	6	1	13	0	0	13
32	TVUF	6	2	8	0	0	8
32	TVUF	7	1	0	0	0	0
32	TVUF	7	2	14	0	0	14
32	TVUF	8	1	54	0	0	54
32	TVUF	8	2	0	0	0	0
32	TVUF	9	1	10	0	1	12
32	TVUF	9	2	14	0	0	14
32	TVUF	10	1	20	0	0	20
32	TVUF	10	2	9	0	0	9
32	TVUH	1	1	2	0	0	2
32	TVUH	1	2	3	0	0	3
32	TVUH	2	1	7	0	0	7
32	TVUH	2	2	0	0	0	0
32	TVUH	3	1	NA	NA	NA	NA
32	TVUH	3	2	NA	NA	NA	NA
32	TVUH	4	1	15	0	0	15
32	TVUH	4	2	10	0	0	11
32	TVUH	5	1	4	0	0	4
32	TVUH	5	2	8	0	0	8
32	TVUH	6	1	23	0	0	23
32	TVUH	6	2	10	0	0	10
32	TVUH	7	1	6	0	0	6
32	TVUH	7	2	6	0	0	6
32	TVUH	8	1	48	0	0	48
32	TVUH	8	2	9	0	0	9
32	TVUH	9	1	5	0	0	5
32	TVUH	9	2	21	0	0	21
32	TVUH	10	1	14	0	0	14
32	TVUH	10	2	59	0	0	59
33	ROF	1	1	0	13	0	13
33	ROF	1	2	0	9	0	9
33	ROF	2	1	0	2	0	2
33	ROF	2	2	0	6	0	6
33	ROF	3	1	0	8	0	8
33	ROF	3	2	0	4	0	4
33	ROF	4	1	0	2	0	2
33	ROF	4	2	0	1	0	1
33	ROF	5	1	0	9	0	9
33	ROF	5	2	0	14	0	14
33	ROF	6	1	0	2	0	2
33	ROF	6	2	0	4	0	4
33	ROF	7	1	0	12	0	12
33	ROF	7	2	0	10	0	10
33	ROF	8	1	0	16	0	16
33	ROF	8	2	0	9	0	9
33	ROF	9	1	0	0	0	0
33	ROF	9	2	0	1	0	1
33	ROF	10	1	0	14	0	14
33	ROF	10	2	0	2	0	2
33	TVUF	1	1	7	1	0	8
33	TVUF	1	2	NA	NA	NA	NA
33	TVUF	2	1	52	0	0	52
33	TVUF	2	2	55	0	0	55
33	TVUF	3	1	5	0	0	5
33	TVUF	3	2	8	0	0	8
33	TVUF	4	1	2	0	0	2
33	TVUF	4	2	8	0	0	8
33	TVUF	5	1	1	0	0	1
33	TVUF	5	2	NA	NA	NA	NA
33	TVUF	6	1	10	0	0	10
33	TVUF	6	2	2	0	0	2
33	TVUF	7	1	25	0	0	25
33	TVUF	7	2	3	0	0	3
33	TVUF	8	1	22	0	0	22
33	TVUF	8	2	9	3	0	12
33	TVUF	9	1	10	0	0	10
33	TVUF	9	2	1	0	0	1
33	TVUF	10	1	3	1	0	4
33	TVUF	10	2	6	0	0	6
33	TVUH	1	1	4	0	0	4
33	TVUH	1	2	8	0	0	8
33	TVUH	2	1	6	0	0	6
33	TVUH	2	2	8	0	0	8
33	TVUH	3	1	2	0	0	2
33	TVUH	3	2	4	0	0	4
33	TVUH	4	1	19	0	0	19
33	TVUH	4	2	7	0	0	7
33	TVUH	5	1	3	0	0	3
33	TVUH	5	2	NA	NA	NA	NA
33	TVUH	6	1	5	0	0	5
33	TVUH	6	2	11	0	0	11
33	TVUH	7	1	10	0	0	10
33	TVUH	7	2	9	0	0	9
33	TVUH	8	1	6	0	0	6
33	TVUH	8	2	12	0	0	12
33	TVUH	9	1	2	0	0	2
33	TVUH	9	2	0	0	0	0
33	TVUH	10	1	0	0	0	0
33	TVUH	10	2	1	0	0	1
34	ROF	1	1	0	8	0	8
34	ROF	1	2	0	2	0	2
34	ROF	2	1	0	0	0	0
34	ROF	2	2	0	0	0	0
34	ROF	3	1	0	8	0	8
34	ROF	3	2	0	0	0	0
34	ROF	4	1	0	4	0	4
34	ROF	4	2	0	0	0	0
34	ROF	5	1	0	0	0	0
34	ROF	5	2	0	1	0	1
34	ROF	6	1	0	2	0	2
34	ROF	6	2	0	13	1	14
34	ROF	7	1	0	0	0	0
34	ROF	7	2	0	3	0	3
34	ROF	8	1	0	15	0	15
34	ROF	8	2	0	0	0	0
34	ROF	9	1	0	0	0	0
34	ROF	9	2	0	11	0	11
34	ROF	10	1	0	0	0	0
34	ROF	10	2	0	34	1	35
34	TVUF	1	1	47	0	0	47
34	TVUF	1	2	7	0	0	7
34	TVUF	2	1	18	0	0	18
34	TVUF	2	2	30	0	0	30
34	TVUF	3	1	4	0	0	4
34	TVUF	3	2	2	0	0	2
34	TVUF	4	1	3	0	0	4
34	TVUF	4	2	4	0	0	4
34	TVUF	5	1	20	0	0	20
34	TVUF	5	2	15	0	0	15
34	TVUF	6	1	4	0	3	7
34	TVUF	6	2	1	0	0	1
34	TVUF	7	1	0	0	0	0
34	TVUF	7	2	8	0	0	8
34	TVUF	8	1	14	2	1	17
34	TVUF	8	2	8	0	0	8
34	TVUF	9	1	10	0	0	10
34	TVUF	9	2	19	0	0	19
34	TVUF	10	1	6	0	0	6
34	TVUF	10	2	0	1	0	1
34	TVUH	1	1	0	0	0	0
34	TVUH	1	2	2	0	0	2
34	TVUH	2	1	0	0	0	0
34	TVUH	2	2	0	0	0	0
34	TVUH	3	1	0	0	0	0
34	TVUH	3	2	0	0	0	0
34	TVUH	4	1	6	0	0	6
34	TVUH	4	2	7	0	0	7
34	TVUH	5	1	28	0	0	28
34	TVUH	5	2	11	0	0	11
34	TVUH	6	1	NA	NA	NA	NA
34	TVUH	6	2	0	0	0	0
34	TVUH	7	1	10	0	0	10
34	TVUH	7	2	NA	NA	NA	NA
34	TVUH	8	1	0	0	0	0
34	TVUH	8	2	2	0	0	2
34	TVUH	9	1	0	0	0	0
34	TVUH	9	2	8	0	0	9
34	TVUH	10	1	0	0	0	0
34	TVUH	10	2	2	0	0	2
35	ROF	1	1	0	1	0	2
35	ROF	1	2	0	0	0	0
35	ROF	2	1	0	2	1	3
35	ROF	2	2	0	1	0	1
35	ROF	3	1	0	0	0	0
35	ROF	3	2	0	4	0	5
35	ROF	4	1	0	2	0	2
35	ROF	4	2	0	1	0	1
35	ROF	5	1	0	0	0	0
35	ROF	5	2	0	0	0	0
35	ROF	6	1	0	1	0	2
35	ROF	6	2	0	0	0	0
35	ROF	7	1	0	0	0	0
35	ROF	7	2	NA	NA	NA	NA
35	ROF	8	1	0	0	0	0
35	ROF	8	2	0	0	0	0
35	ROF	9	1	0	8	0	9
35	ROF	9	2	0	3	0	3
35	ROF	10	1	0	1	0	1
35	ROF	10	2	0	0	0	0
35	TVUF	1	1	2	0	26	28
35	TVUF	1	2	0	0	3	3
35	TVUF	2	1	1	0	3	4
35	TVUF	2	2	7	0	2	9
35	TVUF	3	1	8	0	1	9
35	TVUF	3	2	NA	NA	NA	NA
35	TVUF	4	1	4	0	0	4
35	TVUF	4	2	0	0	0	0
35	TVUF	5	1	30	0	3	33
35	TVUF	5	2	26	0	1	27
35	TVUF	6	1	6	0	1	7
35	TVUF	6	2	4	0	10	14
35	TVUF	7	1	13	0	5	18
35	TVUF	7	2	3	0	0	3
35	TVUF	8	1	0	0	1	1
35	TVUF	8	2	0	0	1	1
35	TVUF	9	1	0	0	0	0
35	TVUF	9	2	NA	NA	NA	NA
35	TVUF	10	1	41	1	0	42
35	TVUF	10	2	7	1	36	44
35	TVUH	1	1	8	0	0	8
35	TVUH	1	2	0	0	0	0
35	TVUH	2	1	NA	NA	NA	NA
35	TVUH	2	2	2	0	0	2
35	TVUH	3	1	31	0	0	31
35	TVUH	3	2	7	0	1	8
35	TVUH	4	1	0	0	0	0
35	TVUH	4	2	0	0	0	0
35	TVUH	5	1	1	0	0	1
35	TVUH	5	2	7	0	0	7
35	TVUH	6	1	8	0	0	8
35	TVUH	6	2	2	0	1	3
35	TVUH	7	1	11	0	0	11
35	TVUH	7	2	10	0	0	10
35	TVUH	8	1	3	0	0	3
35	TVUH	8	2	10	0	0	10
35	TVUH	9	1	0	0	0	0
35	TVUH	9	2	5	0	0	5
35	TVUH	10	1	0	0	0	0
35	TVUH	10	2	3	0	0	3
36	ROF	1	1	0	7	0	7
36	ROF	1	2	1	4	0	5
36	ROF	2	1	0	1	0	1
36	ROF	2	2	0	0	0	0
36	ROF	3	1	0	0	0	0
36	ROF	3	2	0	14	0	14
36	ROF	4	1	0	17	0	17
36	ROF	4	2	0	12	0	12
36	ROF	5	1	0	3	0	3
36	ROF	5	2	0	1	0	1
36	ROF	6	1	0	13	0	13
36	ROF	6	2	0	7	0	7
36	ROF	7	1	0	0	0	0
36	ROF	7	2	0	2	0	2
36	ROF	8	1	0	8	0	8
36	ROF	8	2	0	1	0	1
36	ROF	9	1	0	4	0	4
36	ROF	9	2	0	9	0	9
36	ROF	10	1	0	0	0	0
36	ROF	10	2	0	0	0	0
36	TVUF	1	1	1	0	0	1
36	TVUF	1	2	6	0	0	6
36	TVUF	2	1	1	0	0	1
36	TVUF	2	2	50	0	0	50
36	TVUF	3	1	0	0	0	0
36	TVUF	3	2	2	0	0	2
36	TVUF	4	1	36	0	0	36
36	TVUF	4	2	NA	NA	NA	NA
36	TVUF	5	1	NA	NA	NA	NA
36	TVUF	5	2	NA	NA	NA	NA
36	TVUF	6	1	5	0	0	5
36	TVUF	6	2	0	0	0	0
36	TVUF	7	1	48	0	0	48
36	TVUF	7	2	3	0	0	6
36	TVUF	8	1	7	0	0	7
36	TVUF	8	2	7	0	1	8
36	TVUF	9	1	3	0	1	6
36	TVUF	9	2	6	0	49	57
36	TVUF	10	1	30	0	0	30
36	TVUF	10	2	10	0	0	10
36	TVUH	1	1	20	0	0	20
36	TVUH	1	2	19	0	0	20
36	TVUH	2	1	5	0	0	5
36	TVUH	2	2	4	0	0	4
36	TVUH	3	1	1	0	0	1
36	TVUH	3	2	21	0	0	22
36	TVUH	4	1	16	0	0	16
36	TVUH	4	2	31	0	0	31
36	TVUH	5	1	3	0	0	3
36	TVUH	5	2	3	0	0	3
36	TVUH	6	1	27	0	0	28
36	TVUH	6	2	41	0	0	41
36	TVUH	7	1	4	0	0	4
36	TVUH	7	2	2	0	0	2
36	TVUH	8	1	19	0	0	19
36	TVUH	8	2	NA	NA	NA	NA
36	TVUH	9	1	1	0	0	1
36	TVUH	9	2	0	0	0	0
36	TVUH	10	1	14	0	0	14
36	TVUH	10	2	14	0	0	14
37	ROF	1	1	0	5	0	6
37	ROF	1	2	0	0	0	0
37	ROF	2	1	0	0	0	0
37	ROF	2	2	0	0	0	0
37	ROF	3	1	0	7	0	7
37	ROF	3	2	0	0	0	0
37	ROF	4	1	0	0	0	0
37	ROF	4	2	0	0	0	0
37	ROF	5	1	0	0	0	0
37	ROF	5	2	0	0	0	0
37	ROF	6	1	0	0	0	0
37	ROF	6	2	1	0	0	1
37	ROF	7	1	0	2	0	3
37	ROF	7	2	0	5	0	5
37	ROF	8	1	0	1	0	1
37	ROF	8	2	0	0	0	0
37	ROF	9	1	0	1	0	1
37	ROF	9	2	NA	NA	NA	NA
37	ROF	10	1	0	7	0	7
37	ROF	10	2	0	22	2	24
37	TVUF	1	1	22	0	0	22
37	TVUF	1	2	25	0	0	25
37	TVUF	2	1	0	0	0	0
37	TVUF	2	2	11	0	0	11
37	TVUF	3	1	15	0	0	15
37	TVUF	3	2	14	0	0	14
37	TVUF	4	1	40	0	0	40
37	TVUF	4	2	3	0	0	3
37	TVUF	5	1	63	0	0	63
37	TVUF	5	2	75	0	0	75
37	TVUF	6	1	3	0	0	3
37	TVUF	6	2	15	0	0	15
37	TVUF	7	1	24	0	0	24
37	TVUF	7	2	4	0	0	4
37	TVUF	8	1	38	0	0	38
37	TVUF	8	2	16	0	0	16
