Plot	Sp	Individual	Flower	Avorted	Ovule	Seed	Total
25	TVUH	2	6	NA	NA	NA	NA
25	TVUH	3	3	NA	NA	NA	NA
25	TVUH	3	4	NA	NA	NA	NA
25	TVUH	3	5	NA	NA	NA	NA
25	TVUH	3	6	NA	NA	NA	NA
25	TVUH	4	1	NA	NA	NA	NA
25	TVUH	4	2	NA	NA	NA	NA
25	TVUH	4	3	NA	NA	NA	NA
25	TVUH	4	4	NA	NA	NA	NA
25	TVUH	4	5	NA	NA	NA	NA
25	TVUH	4	6	NA	NA	NA	NA
25	TVUH	5	1	NA	NA	NA	NA
25	TVUH	5	2	NA	NA	NA	NA
25	TVUH	5	3	NA	NA	NA	NA
25	TVUH	5	4	NA	NA	NA	NA
25	TVUH	5	5	NA	NA	NA	NA
25	TVUH	5	6	NA	NA	NA	NA
25	TVUH	6	1	NA	NA	NA	NA
25	TVUH	6	2	NA	NA	NA	NA
25	TVUH	6	3	NA	NA	NA	NA
25	TVUH	6	4	NA	NA	NA	NA
25	TVUH	6	5	NA	NA	NA	NA
25	TVUH	6	6	NA	NA	NA	NA
25	TVUH	7	1	NA	NA	NA	NA
25	TVUH	7	2	NA	NA	NA	NA
25	TVUH	7	3	NA	NA	NA	NA
25	TVUH	7	4	NA	NA	NA	NA
25	TVUH	7	5	NA	NA	NA	NA
25	TVUH	7	6	NA	NA	NA	NA
25	TVUH	8	1	NA	NA	NA	NA
25	TVUH	8	2	NA	NA	NA	NA
25	TVUH	8	3	NA	NA	NA	NA
25	TVUH	8	4	NA	NA	NA	NA
25	TVUH	8	5	NA	NA	NA	NA
25	TVUH	8	6	NA	NA	NA	NA
25	TVUH	9	1	NA	NA	NA	NA
25	TVUH	9	2	NA	NA	NA	NA
25	TVUH	9	3	NA	NA	NA	NA
25	TVUH	9	4	NA	NA	NA	NA
25	TVUH	9	5	NA	NA	NA	NA
25	TVUH	9	6	NA	NA	NA	NA
25	TVUH	10	1	NA	NA	NA	NA
25	TVUH	10	2	NA	NA	NA	NA
25	TVUH	10	3	NA	NA	NA	NA
25	TVUH	10	4	NA	NA	NA	NA
25	TVUH	10	5	NA	NA	NA	NA
25	TVUH	10	6	NA	NA	NA	NA
26	TVUF	2	3	NA	NA	NA	NA
26	TVUF	2	4	NA	NA	NA	NA
26	TVUF	2	5	NA	NA	NA	NA
26	TVUF	2	6	NA	NA	NA	NA
26	TVUF	3	4	NA	NA	NA	NA
26	TVUF	3	5	NA	NA	NA	NA
26	TVUF	3	6	NA	NA	NA	NA
26	TVUF	4	4	NA	NA	NA	NA
26	TVUF	4	5	NA	NA	NA	NA
26	TVUF	4	6	NA	NA	NA	NA
26	TVUF	6	2	NA	NA	NA	NA
26	TVUF	6	3	NA	NA	NA	NA
26	TVUF	6	4	NA	NA	NA	NA
26	TVUF	6	5	NA	NA	NA	NA
26	TVUF	6	6	NA	NA	NA	NA
26	TVUF	7	6	NA	NA	NA	NA
26	TVUF	8	5	NA	NA	NA	NA
26	TVUF	8	6	NA	NA	NA	NA
26	TVUF	9	3	NA	NA	NA	NA
26	TVUF	9	4	NA	NA	NA	NA
26	TVUF	9	5	NA	NA	NA	NA
26	TVUF	9	6	NA	NA	NA	NA
26	TVUF	10	5	NA	NA	NA	NA
26	TVUF	10	6	NA	NA	NA	NA
26	TVUH	1	3	NA	NA	NA	NA
26	TVUH	1	4	NA	NA	NA	NA
26	TVUH	1	5	NA	NA	NA	NA
26	TVUH	1	6	NA	NA	NA	NA
26	TVUH	2	2	NA	NA	NA	NA
26	TVUH	2	3	NA	NA	NA	NA
26	TVUH	2	4	NA	NA	NA	NA
26	TVUH	2	5	NA	NA	NA	NA
26	TVUH	2	6	NA	NA	NA	NA
26	TVUH	3	5	NA	NA	NA	NA
26	TVUH	3	6	NA	NA	NA	NA
26	TVUH	6	5	NA	NA	NA	NA
26	TVUH	6	6	NA	NA	NA	NA
26	TVUH	7	6	NA	NA	NA	NA
26	TVUH	8	5	NA	NA	NA	NA
26	TVUH	8	6	NA	NA	NA	NA
26	TVUH	9	5	NA	NA	NA	NA
26	TVUH	9	6	NA	NA	NA	NA
27	TVUF	1	4	NA	NA	NA	NA
27	TVUF	1	5	NA	NA	NA	NA
27	TVUF	1	6	NA	NA	NA	NA
27	TVUF	2	4	NA	NA	NA	NA
27	TVUF	2	5	NA	NA	NA	NA
27	TVUF	2	6	NA	NA	NA	NA
27	TVUF	3	4	NA	NA	NA	NA
27	TVUF	3	5	NA	NA	NA	NA
27	TVUF	3	6	NA	NA	NA	NA
27	TVUF	4	2	NA	NA	NA	NA
27	TVUF	4	3	NA	NA	NA	NA
27	TVUF	4	4	NA	NA	NA	NA
27	TVUF	4	5	NA	NA	NA	NA
27	TVUF	4	6	NA	NA	NA	NA
27	TVUF	5	6	NA	NA	NA	NA
27	TVUF	6	4	NA	NA	NA	NA
27	TVUF	6	5	NA	NA	NA	NA
27	TVUF	6	6	NA	NA	NA	NA
27	TVUF	7	4	NA	NA	NA	NA
27	TVUF	7	5	NA	NA	NA	NA
27	TVUF	7	6	NA	NA	NA	NA
27	TVUF	8	3	NA	NA	NA	NA
27	TVUF	8	4	NA	NA	NA	NA
27	TVUF	8	5	NA	NA	NA	NA
27	TVUF	8	6	NA	NA	NA	NA
27	TVUF	9	5	NA	NA	NA	NA
27	TVUF	9	6	NA	NA	NA	NA
27	TVUF	10	6	NA	NA	NA	NA
27	TVUH	1	5	NA	NA	NA	NA
27	TVUH	1	6	NA	NA	NA	NA
27	TVUH	2	5	NA	NA	NA	NA
27	TVUH	2	6	NA	NA	NA	NA
27	TVUH	3	4	NA	NA	NA	NA
27	TVUH	3	5	NA	NA	NA	NA
27	TVUH	3	6	NA	NA	NA	NA
27	TVUH	4	1	NA	NA	NA	NA
27	TVUH	4	2	NA	NA	NA	NA
27	TVUH	4	3	NA	NA	NA	NA
27	TVUH	4	4	NA	NA	NA	NA
27	TVUH	4	5	NA	NA	NA	NA
27	TVUH	4	6	NA	NA	NA	NA
27	TVUH	5	1	NA	NA	NA	NA
27	TVUH	5	2	NA	NA	NA	NA
27	TVUH	5	3	NA	NA	NA	NA
27	TVUH	5	4	NA	NA	NA	NA
27	TVUH	5	5	NA	NA	NA	NA
27	TVUH	5	6	NA	NA	NA	NA
27	TVUH	6	4	NA	NA	NA	NA
27	TVUH	6	6	NA	NA	NA	NA
27	TVUH	7	5	NA	NA	NA	NA
27	TVUH	7	6	NA	NA	NA	NA
27	TVUH	8	3	NA	NA	NA	NA
27	TVUH	8	4	NA	NA	NA	NA
27	TVUH	8	5	NA	NA	NA	NA
27	TVUH	8	6	NA	NA	NA	NA
27	TVUH	9	3	NA	NA	NA	NA
27	TVUH	9	4	NA	NA	NA	NA
27	TVUH	9	5	NA	NA	NA	NA
27	TVUH	9	6	NA	NA	NA	NA
27	TVUH	10	6	NA	NA	NA	NA
28	TVUF	1	6	NA	NA	NA	NA
28	TVUF	2	5	NA	NA	NA	NA
28	TVUF	2	6	NA	NA	NA	NA
28	TVUF	3	5	NA	NA	NA	NA
28	TVUF	3	6	NA	NA	NA	NA
28	TVUF	4	5	NA	NA	NA	NA
28	TVUF	4	6	NA	NA	NA	NA
28	TVUF	5	4	NA	NA	NA	NA
28	TVUF	5	5	NA	NA	NA	NA
28	TVUF	5	6	NA	NA	NA	NA
28	TVUF	6	4	NA	NA	NA	NA
28	TVUF	6	5	NA	NA	NA	NA
28	TVUF	6	6	NA	NA	NA	NA
28	TVUF	7	6	NA	NA	NA	NA
28	TVUF	9	4	NA	NA	NA	NA
28	TVUF	9	5	NA	NA	NA	NA
28	TVUF	9	6	NA	NA	NA	NA
28	TVUF	10	3	NA	NA	NA	NA
28	TVUF	10	4	NA	NA	NA	NA
28	TVUF	10	5	NA	NA	NA	NA
28	TVUF	10	6	NA	NA	NA	NA
28	TVUH	1	3	NA	NA	NA	NA
28	TVUH	1	4	NA	NA	NA	NA
28	TVUH	1	5	NA	NA	NA	NA
28	TVUH	1	6	NA	NA	NA	NA
28	TVUH	2	6	NA	NA	NA	NA
28	TVUH	3	5	NA	NA	NA	NA
28	TVUH	3	6	NA	NA	NA	NA
28	TVUH	4	5	NA	NA	NA	NA
28	TVUH	4	6	NA	NA	NA	NA
28	TVUH	5	6	NA	NA	NA	NA
28	TVUH	6	3	NA	NA	NA	NA
28	TVUH	6	4	NA	NA	NA	NA
28	TVUH	6	5	NA	NA	NA	NA
28	TVUH	6	6	NA	NA	NA	NA
28	TVUH	7	2	NA	NA	NA	NA
28	TVUH	7	5	NA	NA	NA	NA
28	TVUH	7	6	NA	NA	NA	NA
28	TVUH	8	5	NA	NA	NA	NA
28	TVUH	8	6	NA	NA	NA	NA
28	TVUH	9	5	NA	NA	NA	NA
28	TVUH	9	6	NA	NA	NA	NA
28	TVUH	10	5	NA	NA	NA	NA
28	TVUH	10	6	NA	NA	NA	NA
29	TVUF	1	1	NA	NA	NA	NA
29	TVUF	1	3	NA	NA	NA	NA
29	TVUF	1	4	NA	NA	NA	NA
29	TVUF	1	5	NA	NA	NA	NA
29	TVUF	1	6	NA	NA	NA	NA
29	TVUF	2	2	NA	NA	NA	NA
29	TVUF	2	4	NA	NA	NA	NA
29	TVUF	4	6	NA	NA	NA	NA
29	TVUF	7	1	NA	NA	NA	NA
29	TVUF	7	6	NA	NA	NA	NA
29	TVUF	8	1	NA	NA	NA	NA
29	TVUF	8	3	NA	NA	NA	NA
29	TVUF	9	1	NA	NA	NA	NA
29	TVUF	9	4	NA	NA	NA	NA
29	TVUF	9	5	NA	NA	NA	NA
29	TVUF	9	6	NA	NA	NA	NA
29	TVUH	1	3	NA	NA	NA	NA
29	TVUH	1	6	NA	NA	NA	NA
29	TVUH	2	5	NA	NA	NA	NA
29	TVUH	3	4	NA	NA	NA	NA
29	TVUH	3	6	NA	NA	NA	NA
29	TVUH	6	1	NA	NA	NA	NA
29	TVUH	6	6	NA	NA	NA	NA
29	TVUH	7	1	NA	NA	NA	NA
29	TVUH	7	2	NA	NA	NA	NA
29	TVUH	7	5	NA	NA	NA	NA
29	TVUH	7	6	NA	NA	NA	NA
29	TVUH	9	6	NA	NA	NA	NA
29	TVUH	10	3	NA	NA	NA	NA
30	TVUF	1	5	NA	NA	NA	NA
30	TVUF	1	6	NA	NA	NA	NA
30	TVUF	2	6	NA	NA	NA	NA
30	TVUF	3	4	NA	NA	NA	NA
30	TVUF	3	5	NA	NA	NA	NA
30	TVUF	3	6	NA	NA	NA	NA
30	TVUF	4	5	NA	NA	NA	NA
30	TVUF	4	6	NA	NA	NA	NA
30	TVUF	5	6	NA	NA	NA	NA
30	TVUF	6	5	NA	NA	NA	NA
30	TVUF	7	5	NA	NA	NA	NA
30	TVUF	7	6	NA	NA	NA	NA
30	TVUF	8	6	NA	NA	NA	NA
30	TVUF	9	5	NA	NA	NA	NA
30	TVUF	9	6	NA	NA	NA	NA
30	TVUF	10	5	NA	NA	NA	NA
30	TVUF	10	6	NA	NA	NA	NA
30	TVUH	2	1	NA	NA	NA	NA
30	TVUH	2	2	NA	NA	NA	NA
30	TVUH	2	5	NA	NA	NA	NA
30	TVUH	2	6	NA	NA	NA	NA
30	TVUH	4	3	NA	NA	NA	NA
30	TVUH	6	3	NA	NA	NA	NA
30	TVUH	6	4	NA	NA	NA	NA
30	TVUH	6	6	NA	NA	NA	NA
30	TVUH	7	6	NA	NA	NA	NA
30	TVUH	8	4	NA	NA	NA	NA
30	TVUH	8	5	NA	NA	NA	NA
30	TVUH	8	6	NA	NA	NA	NA
30	TVUH	9	2	NA	NA	NA	NA
30	TVUH	9	6	NA	NA	NA	NA
30	TVUH	10	6	NA	NA	NA	NA
31	TVUF	1	6	NA	NA	NA	NA
31	TVUF	2	6	NA	NA	NA	NA
31	TVUF	3	5	NA	NA	NA	NA
31	TVUF	3	6	NA	NA	NA	NA
31	TVUF	6	5	NA	NA	NA	NA
31	TVUF	6	6	NA	NA	NA	NA
31	TVUF	7	3	NA	NA	NA	NA
31	TVUF	7	4	NA	NA	NA	NA
31	TVUF	7	5	NA	NA	NA	NA
31	TVUF	7	6	NA	NA	NA	NA
31	TVUF	8	4	NA	NA	NA	NA
31	TVUF	8	5	NA	NA	NA	NA
31	TVUF	8	6	NA	NA	NA	NA
31	TVUF	9	6	NA	NA	NA	NA
31	TVUF	10	3	NA	NA	NA	NA
31	TVUF	10	4	NA	NA	NA	NA
31	TVUF	10	5	NA	NA	NA	NA
31	TVUF	10	6	NA	NA	NA	NA
31	TVUH	1	2	NA	NA	NA	NA
31	TVUH	1	3	NA	NA	NA	NA
31	TVUH	1	4	NA	NA	NA	NA
31	TVUH	1	5	NA	NA	NA	NA
31	TVUH	1	6	NA	NA	NA	NA
31	TVUH	2	6	NA	NA	NA	NA
31	TVUH	3	5	NA	NA	NA	NA
31	TVUH	3	6	NA	NA	NA	NA
31	TVUH	4	4	NA	NA	NA	NA
31	TVUH	4	5	NA	NA	NA	NA
31	TVUH	4	6	NA	NA	NA	NA
31	TVUH	5	4	NA	NA	NA	NA
31	TVUH	5	5	NA	NA	NA	NA
31	TVUH	5	6	NA	NA	NA	NA
31	TVUH	7	4	NA	NA	NA	NA
31	TVUH	7	5	NA	NA	NA	NA
31	TVUH	7	6	NA	NA	NA	NA
31	TVUH	8	6	NA	NA	NA	NA
31	TVUH	10	6	NA	NA	NA	NA
32	TVUF	1	6	NA	NA	NA	NA
32	TVUF	2	5	NA	NA	NA	NA
32	TVUF	2	6	NA	NA	NA	NA
32	TVUF	3	6	NA	NA	NA	NA
32	TVUF	6	5	NA	NA	NA	NA
32	TVUF	6	6	NA	NA	NA	NA
32	TVUF	7	6	NA	NA	NA	NA
32	TVUF	8	6	NA	NA	NA	NA
32	TVUF	9	6	NA	NA	NA	NA
32	TVUH	3	6	NA	NA	NA	NA
32	TVUH	4	6	NA	NA	NA	NA
32	TVUH	5	4	NA	NA	NA	NA
32	TVUH	5	5	NA	NA	NA	NA
32	TVUH	5	6	NA	NA	NA	NA
32	TVUH	6	5	NA	NA	NA	NA
32	TVUH	6	6	NA	NA	NA	NA
32	TVUH	7	6	NA	NA	NA	NA
32	TVUH	8	3	NA	NA	NA	NA
32	TVUH	8	4	NA	NA	NA	NA
32	TVUH	8	5	NA	NA	NA	NA
32	TVUH	8	6	NA	NA	NA	NA
32	TVUH	9	6	NA	NA	NA	NA
32	TVUH	10	5	NA	NA	NA	NA
32	TVUH	10	6	NA	NA	NA	NA
33	TVUF	1	6	NA	NA	NA	NA
33	TVUF	2	6	NA	NA	NA	NA
33	TVUF	3	5	NA	NA	NA	NA
33	TVUF	3	6	NA	NA	NA	NA
33	TVUF	4	6	NA	NA	NA	NA
33	TVUF	5	6	NA	NA	NA	NA
33	TVUF	6	6	NA	NA	NA	NA
33	TVUF	8	3	NA	NA	NA	NA
33	TVUF	8	4	NA	NA	NA	NA
33	TVUF	8	5	NA	NA	NA	NA
33	TVUF	8	6	NA	NA	NA	NA
33	TVUF	9	4	NA	NA	NA	NA
33	TVUF	9	5	NA	NA	NA	NA
33	TVUF	9	6	NA	NA	NA	NA
33	TVUH	1	6	NA	NA	NA	NA
33	TVUH	2	6	NA	NA	NA	NA
33	TVUH	3	5	NA	NA	NA	NA
33	TVUH	3	6	NA	NA	NA	NA
33	TVUH	4	4	NA	NA	NA	NA
33	TVUH	4	5	NA	NA	NA	NA
33	TVUH	4	6	NA	NA	NA	NA
33	TVUH	6	5	NA	NA	NA	NA
33	TVUH	6	6	NA	NA	NA	NA
33	TVUH	7	4	NA	NA	NA	NA
33	TVUH	7	5	NA	NA	NA	NA
33	TVUH	7	6	NA	NA	NA	NA
33	TVUH	8	3	NA	NA	NA	NA
33	TVUH	8	4	NA	NA	NA	NA
33	TVUH	8	5	NA	NA	NA	NA
33	TVUH	8	6	NA	NA	NA	NA
33	TVUH	9	6	NA	NA	NA	NA
33	TVUH	10	3	NA	NA	NA	NA
33	TVUH	10	4	NA	NA	NA	NA
33	TVUH	10	5	NA	NA	NA	NA
33	TVUH	10	6	NA	NA	NA	NA
34	TVUF	2	6	NA	NA	NA	NA
34	TVUF	3	4	NA	NA	NA	NA
34	TVUF	3	5	NA	NA	NA	NA
34	TVUF	3	6	NA	NA	NA	NA
34	TVUF	4	5	NA	NA	NA	NA
34	TVUF	4	6	NA	NA	NA	NA
34	TVUF	5	4	NA	NA	NA	NA
34	TVUF	5	5	NA	NA	NA	NA
34	TVUF	5	6	NA	NA	NA	NA
34	TVUF	6	5	NA	NA	NA	NA
34	TVUF	6	6	NA	NA	NA	NA
34	TVUF	7	2	NA	NA	NA	NA
34	TVUF	7	3	NA	NA	NA	NA
34	TVUF	7	4	NA	NA	NA	NA
34	TVUF	7	5	NA	NA	NA	NA
34	TVUF	7	6	NA	NA	NA	NA
34	TVUF	8	5	NA	NA	NA	NA
34	TVUF	8	6	NA	NA	NA	NA
34	TVUF	9	5	NA	NA	NA	NA
34	TVUF	9	6	NA	NA	NA	NA
34	TVUF	10	4	NA	NA	NA	NA
34	TVUF	10	5	NA	NA	NA	NA
34	TVUF	10	6	NA	NA	NA	NA
34	TVUH	1	6	NA	NA	NA	NA
34	TVUH	2	1	NA	NA	NA	NA
34	TVUH	2	2	NA	NA	NA	NA
34	TVUH	2	3	NA	NA	NA	NA
34	TVUH	2	4	NA	NA	NA	NA
34	TVUH	2	5	NA	NA	NA	NA
34	TVUH	2	6	NA	NA	NA	NA
34	TVUH	3	5	NA	NA	NA	NA
34	TVUH	3	6	NA	NA	NA	NA
34	TVUH	4	3	NA	NA	NA	NA
34	TVUH	4	4	NA	NA	NA	NA
34	TVUH	4	5	NA	NA	NA	NA
34	TVUH	4	6	NA	NA	NA	NA
34	TVUH	5	3	NA	NA	NA	NA
34	TVUH	5	4	NA	NA	NA	NA
34	TVUH	5	5	NA	NA	NA	NA
34	TVUH	5	6	NA	NA	NA	NA
34	TVUH	6	6	NA	NA	NA	NA
34	TVUH	7	6	NA	NA	NA	NA
34	TVUH	8	6	NA	NA	NA	NA
34	TVUH	9	4	NA	NA	NA	NA
34	TVUH	9	5	NA	NA	NA	NA
34	TVUH	9	6	NA	NA	NA	NA
34	TVUH	10	5	NA	NA	NA	NA
34	TVUH	10	6	NA	NA	NA	NA
35	TVUF	1	5	NA	NA	NA	NA
35	TVUF	1	6	NA	NA	NA	NA
35	TVUF	3	5	NA	NA	NA	NA
35	TVUF	3	6	NA	NA	NA	NA
35	TVUF	4	6	NA	NA	NA	NA
35	TVUF	5	6	NA	NA	NA	NA
35	TVUF	6	5	NA	NA	NA	NA
35	TVUF	6	6	NA	NA	NA	NA
35	TVUF	7	6	NA	NA	NA	NA
35	TVUF	8	3	NA	NA	NA	NA
35	TVUF	8	4	NA	NA	NA	NA
35	TVUF	8	5	NA	NA	NA	NA
35	TVUF	8	6	NA	NA	NA	NA
35	TVUF	9	6	NA	NA	NA	NA
35	TVUF	10	6	NA	NA	NA	NA
35	TVUH	1	5	NA	NA	NA	NA
35	TVUH	1	6	NA	NA	NA	NA
35	TVUH	3	2	NA	NA	NA	NA
35	TVUH	4	4	NA	NA	NA	NA
35	TVUH	4	5	NA	NA	NA	NA
35	TVUH	4	6	NA	NA	NA	NA
35	TVUH	5	6	NA	NA	NA	NA
35	TVUH	6	5	NA	NA	NA	NA
35	TVUH	6	6	NA	NA	NA	NA
35	TVUH	7	3	NA	NA	NA	NA
35	TVUH	7	4	NA	NA	NA	NA
35	TVUH	7	5	NA	NA	NA	NA
35	TVUH	7	6	NA	NA	NA	NA
35	TVUH	8	6	NA	NA	NA	NA
35	TVUH	9	6	NA	NA	NA	NA
35	TVUH	10	6	NA	NA	NA	NA
36	TVUF	1	3	NA	NA	NA	NA
36	TVUF	1	4	NA	NA	NA	NA
36	TVUF	1	5	NA	NA	NA	NA
36	TVUF	1	6	NA	NA	NA	NA
36	TVUF	2	3	NA	NA	NA	NA
36	TVUF	2	4	NA	NA	NA	NA
36	TVUF	2	5	NA	NA	NA	NA
36	TVUF	2	6	NA	NA	NA	NA
36	TVUF	3	3	NA	NA	NA	NA
36	TVUF	3	4	NA	NA	NA	NA
36	TVUF	3	5	NA	NA	NA	NA
36	TVUF	3	6	NA	NA	NA	NA
36	TVUF	4	4	NA	NA	NA	NA
36	TVUF	4	5	NA	NA	NA	NA
36	TVUF	4	6	NA	NA	NA	NA
36	TVUF	7	6	NA	NA	NA	NA
36	TVUF	8	5	NA	NA	NA	NA
36	TVUF	8	6	NA	NA	NA	NA
36	TVUF	9	5	NA	NA	NA	NA
36	TVUF	9	6	NA	NA	NA	NA
36	TVUF	10	5	NA	NA	NA	NA
36	TVUF	10	6	NA	NA	NA	NA
36	TVUH	1	3	NA	NA	NA	NA
36	TVUH	1	6	NA	NA	NA	NA
36	TVUH	2	3	NA	NA	NA	NA
36	TVUH	2	4	NA	NA	NA	NA
36	TVUH	2	5	NA	NA	NA	NA
36	TVUH	2	6	NA	NA	NA	NA
36	TVUH	4	6	NA	NA	NA	NA
36	TVUH	5	4	NA	NA	NA	NA
36	TVUH	5	5	NA	NA	NA	NA
36	TVUH	5	6	NA	NA	NA	NA
36	TVUH	6	4	NA	NA	NA	NA
36	TVUH	6	5	NA	NA	NA	NA
36	TVUH	6	6	NA	NA	NA	NA
36	TVUH	8	5	NA	NA	NA	NA
36	TVUH	8	6	NA	NA	NA	NA
36	TVUH	9	4	NA	NA	NA	NA
36	TVUH	9	5	NA	NA	NA	NA
36	TVUH	9	6	NA	NA	NA	NA
36	TVUH	10	2	NA	NA	NA	NA
36	TVUH	10	3	NA	NA	NA	NA
36	TVUH	10	4	NA	NA	NA	NA
36	TVUH	10	5	NA	NA	NA	NA
36	TVUH	10	6	NA	NA	NA	NA
37	TVUF	1	5	NA	NA	NA	NA
37	TVUF	1	6	NA	NA	NA	NA
37	TVUF	2	4	NA	NA	NA	NA
37	TVUF	2	5	NA	NA	NA	NA
37	TVUF	2	6	NA	NA	NA	NA
37	TVUF	3	4	NA	NA	NA	NA
37	TVUF	3	5	NA	NA	NA	NA
37	TVUF	3	6	NA	NA	NA	NA
37	TVUF	4	6	NA	NA	NA	NA
37	TVUF	5	1	NA	NA	NA	NA
37	TVUF	5	2	NA	NA	NA	NA
37	TVUF	5	3	NA	NA	NA	NA
37	TVUF	5	4	NA	NA	NA	NA
37	TVUF	5	5	NA	NA	NA	NA
37	TVUF	5	6	NA	NA	NA	NA
37	TVUF	8	1	NA	NA	NA	NA
37	TVUF	8	6	NA	NA	NA	NA
37	TVUF	10	6	NA	NA	NA	NA
37	TVUH	1	4	NA	NA	NA	NA
37	TVUH	1	5	NA	NA	NA	NA
37	TVUH	1	6	NA	NA	NA	NA
37	TVUH	2	4	NA	NA	NA	NA
37	TVUH	2	5	NA	NA	NA	NA
37	TVUH	2	6	NA	NA	NA	NA
37	TVUH	3	5	NA	NA	NA	NA
37	TVUH	3	6	NA	NA	NA	NA
37	TVUH	4	2	NA	NA	NA	NA
37	TVUH	4	3	NA	NA	NA	NA
37	TVUH	4	4	NA	NA	NA	NA
37	TVUH	4	5	NA	NA	NA	NA
37	TVUH	4	6	NA	NA	NA	NA
37	TVUH	5	1	NA	NA	NA	NA
37	TVUH	5	2	NA	NA	NA	NA
37	TVUH	5	3	NA	NA	NA	NA
37	TVUH	5	4	NA	NA	NA	NA
37	TVUH	5	5	NA	NA	NA	NA
37	TVUH	5	6	NA	NA	NA	NA
37	TVUH	6	5	NA	NA	NA	NA
37	TVUH	6	6	NA	NA	NA	NA
37	TVUH	7	5	NA	NA	NA	NA
37	TVUH	7	6	NA	NA	NA	NA
37	TVUH	8	4	NA	NA	NA	NA
37	TVUH	8	5	NA	NA	NA	NA
37	TVUH	8	6	NA	NA	NA	NA
37	TVUH	9	5	NA	NA	NA	NA
37	TVUH	9	6	NA	NA	NA	NA
38	TVUF	1	4	NA	NA	NA	NA
38	TVUF	1	5	NA	NA	NA	NA
38	TVUF	1	6	NA	NA	NA	NA
38	TVUF	2	6	NA	NA	NA	NA
38	TVUF	3	3	NA	NA	NA	NA
38	TVUF	3	4	NA	NA	NA	NA
38	TVUF	3	5	NA	NA	NA	NA
38	TVUF	3	6	NA	NA	NA	NA
38	TVUF	4	6	NA	NA	NA	NA
38	TVUF	5	6	NA	NA	NA	NA
38	TVUF	6	3	NA	NA	NA	NA
38	TVUF	6	4	NA	NA	NA	NA
38	TVUF	6	5	NA	NA	NA	NA
38	TVUF	6	6	NA	NA	NA	NA
38	TVUF	7	6	NA	NA	NA	NA
38	TVUF	8	3	NA	NA	NA	NA
38	TVUF	8	4	NA	NA	NA	NA
38	TVUF	8	5	NA	NA	NA	NA
38	TVUF	8	6	NA	NA	NA	NA
38	TVUF	9	3	NA	NA	NA	NA
38	TVUF	9	4	NA	NA	NA	NA
38	TVUF	9	5	NA	NA	NA	NA
38	TVUF	9	6	NA	NA	NA	NA
38	TVUH	2	6	NA	NA	NA	NA
38	TVUH	3	4	NA	NA	NA	NA
38	TVUH	3	5	NA	NA	NA	NA
38	TVUH	3	6	NA	NA	NA	NA
38	TVUH	4	4	NA	NA	NA	NA
38	TVUH	4	5	NA	NA	NA	NA
38	TVUH	4	6	NA	NA	NA	NA
38	TVUH	5	6	NA	NA	NA	NA
38	TVUH	6	6	NA	NA	NA	NA
38	TVUH	7	1	NA	NA	NA	NA
38	TVUH	7	2	NA	NA	NA	NA
38	TVUH	7	3	NA	NA	NA	NA
38	TVUH	7	4	NA	NA	NA	NA
38	TVUH	7	5	NA	NA	NA	NA
38	TVUH	7	6	NA	NA	NA	NA
38	TVUH	8	6	NA	NA	NA	NA
38	TVUH	9	3	NA	NA	NA	NA
38	TVUH	9	4	NA	NA	NA	NA
38	TVUH	9	5	NA	NA	NA	NA
38	TVUH	9	6	NA	NA	NA	NA
38	TVUH	10	5	NA	NA	NA	NA
38	TVUH	10	6	NA	NA	NA	NA
39	TVUF	1	6	NA	NA	NA	NA
39	TVUF	2	4	NA	NA	NA	NA
39	TVUF	2	5	NA	NA	NA	NA
39	TVUF	2	6	NA	NA	NA	NA
39	TVUF	3	4	NA	NA	NA	NA
39	TVUF	3	5	NA	NA	NA	NA
39	TVUF	3	6	NA	NA	NA	NA
39	TVUF	4	6	NA	NA	NA	NA
39	TVUF	6	4	NA	NA	NA	NA
39	TVUF	6	5	NA	NA	NA	NA
39	TVUF	6	6	NA	NA	NA	NA
39	TVUF	7	5	NA	NA	NA	NA
39	TVUF	7	6	NA	NA	NA	NA
39	TVUF	8	3	NA	NA	NA	NA
39	TVUF	8	4	NA	NA	NA	NA
39	TVUF	8	5	NA	NA	NA	NA
39	TVUF	8	6	NA	NA	NA	NA
39	TVUF	9	5	NA	NA	NA	NA
39	TVUF	9	6	NA	NA	NA	NA
39	TVUF	10	5	NA	NA	NA	NA
39	TVUF	10	6	NA	NA	NA	NA
39	TVUH	1	6	NA	NA	NA	NA
39	TVUH	2	6	NA	NA	NA	NA
39	TVUH	4	3	NA	NA	NA	NA
39	TVUH	4	4	NA	NA	NA	NA
39	TVUH	4	5	NA	NA	NA	NA
39	TVUH	4	6	NA	NA	NA	NA
39	TVUH	5	5	NA	NA	NA	NA
39	TVUH	5	6	NA	NA	NA	NA
39	TVUH	6	3	NA	NA	NA	NA
39	TVUH	6	4	NA	NA	NA	NA
39	TVUH	6	5	NA	NA	NA	NA
39	TVUH	6	6	NA	NA	NA	NA
39	TVUH	7	2	NA	NA	NA	NA
39	TVUH	7	3	NA	NA	NA	NA
39	TVUH	7	4	NA	NA	NA	NA
39	TVUH	7	5	NA	NA	NA	NA
39	TVUH	7	6	NA	NA	NA	NA
39	TVUH	8	4	NA	NA	NA	NA
39	TVUH	8	5	NA	NA	NA	NA
39	TVUH	8	6	NA	NA	NA	NA
39	TVUH	9	4	NA	NA	NA	NA
